,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
73,Jacob Harris,LAR,TE,0.0,0,0.0,10.6,136.6,0.8,0.0,0.0,0.0,0,0.0,0.0
74,Thaddeus Moss,CIN,TE,0.0,0,0.0,13.0,121.0,1.0,0.0,0.0,0.0,0,0.0,0.0
75,Darrell Daniels,ARI,TE,0.0,0,0.0,11.4,122.3,0.9,0.1,0.0,0.0,0,0.0,0.0
76,Devin Asiasi,NE,TE,0.0,0,0.0,10.5,117.9,1.1,0.5,0.0,0.0,0,0.0,0.0
77,Luke Farrell,JAC,TE,0.0,0,0.0,14.8,139.8,0.7,0.5,0.0,0.0,0,0.0,0.0
78,Ross Dwelley,SF,TE,0.0,0,0.0,11.4,120.4,0.9,0.0,0.0,0.0,0,0.0,0.0
79,Brycen Hopkins,LAR,TE,0.0,0,0.0,12.5,127.4,0.7,0.1,0.0,0.0,0,0.0,0.0
80,Durham Smythe,MIA,TE,0.0,0,0.0,13.1,108.2,1.0,0.0,0.0,0.0,0,0.0,0.0
81,Ryan Griffin,NYJ,TE,0.0,0,0.0,10.1,95.0,1.1,0.0,0.0,0.0,0,0.0,0.0
82,Derek Carrier,LV,TE,0.0,0,0.0,9.6,88.6,1.1,0.0,0.0,0.0,0,0.0,0.0
83,John Bates,WAS,TE,0.0,0,0.0,12.4,119.2,0.8,0.5,0.0,0.0,0,0.0,0.0
84,Tommy Sweeney,BUF,TE,0.0,0,0.0,8.7,105.7,0.8,0.0,0.0,0.0,0,0.0,0.0
85,Jace Sternberger,GB,TE,0.0,0,0.0,9.6,88.4,1.0,0.0,0.0,0.0,0,0.0,0.0
86,Blake Bell,KC,TE,0.0,0,0.0,10.0,94.9,0.7,0.0,0.0,0.0,0,0.0,0.0
87,Antony Auclair,HOU,TE,0.0,0,0.0,6.5,70.8,0.6,0.0,0.0,0.0,0,0.0,0.0
88,Tre' McKitty,LAC,TE,0.0,0,0.0,7.7,81.6,0.4,0.0,0.0,0.0,0,0.0,0.0
89,J.P. Holtz,CHI,TE,0.0,0,0.0,5.9,73.1,0.5,0.0,0.0,0.0,0,0.0,0.0
90,Jeremy Sprinkle,DAL,TE,0.0,0,0.0,6.9,71.4,0.5,0.0,0.0,0.0,0,0.0,0.0
91,Tommy Tremble,CAR,TE,0.0,0,0.0,8.6,85.4,0.4,0.5,0.0,0.0,0,0.0,0.0
92,Daniel Brown,NYJ,TE,0.0,0,0.0,5.4,63.5,0.5,0.0,0.0,0.0,0,0.0,0.0
93,Stephen Anderson,LAC,TE,0.0,0,0.0,5.3,65.6,0.4,0.0,0.0,0.0,0,0.0,0.0
94,Charlie Woerner,SF,TE,0.0,0,0.0,5.4,63.9,0.4,0.0,0.0,0.0,0,0.0,0.0
95,Nick Vannett,NO,TE,0.0,0,0.0,5.0,53.3,0.6,0.0,0.0,0.0,0,0.0,0.0
96,Josh Oliver,BAL,TE,0.0,0,0.0,5.4,56.1,0.6,0.1,0.0,0.0,0,0.0,0.0
97,Zach Gentry,PIT,TE,0.0,0,0.0,6.1,54.9,0.5,0.0,0.0,0.0,0,0.0,0.0
98,Jesse James,CHI,TE,0.0,0,0.0,6.1,50.7,0.5,0.0,0.0,0.0,0,0.0,0.0
99,Brandon Dillon,MIN,TE,0.0,0,0.0,4.4,46.7,0.4,0.0,0.0,0.0,0,0.0,0.0
100,Josiah Deguara,GB,TE,0.0,0,0.0,4.3,47.0,0.4,0.1,0.0,0.0,0,0.0,0.0
101,Johnny Mundt,LAR,TE,0.0,0,0.0,4.4,46.5,0.4,0.0,0.0,0.0,0,0.0,0.0
102,Demetrius Harris,ARI,TE,0.0,0,0.0,3.9,39.9,0.4,0.0,0.0,0.0,0,0.0,0.0
103,Jordan Franks,CLE,TE,0.0,0,0.0,3.7,41.0,0.4,0.0,0.0,0.0,0,0.0,0.0
104,Mason Schreck,CIN,TE,0.0,0,0.0,3.5,36.5,0.3,0.0,0.0,0.0,0,0.0,0.0
105,Colby Parkinson,SEA,TE,0.0,0,0.0,2.8,29.6,0.3,0.0,0.0,0.0,0,0.0,0.0
106,Eric Tomlinson,BAL,TE,0.0,0,0.0,2.8,28.8,0.3,0.0,0.0,0.0,0,0.0,0.0
107,Dominique Dafney,GB,TE,0.0,0,0.0,2.4,25.7,0.2,0.0,0.0,0.0,0,0.0,0.0
108,Lee Smith,ATL,TE,0.0,0,0.0,2.5,24.6,0.2,0.0,0.0,0.0,0,0.0,0.0
109,Tanner Hudson,SF,TE,0.0,0,0.0,2.1,23.0,0.2,0.0,0.0,0.0,0,0.0,0.0
110,Sean McKeon,DAL,TE,0.0,0,0.0,2.6,26.6,0.2,0.0,0.0,0.0,0,0.0,0.0
111,Zach Davidson,MIN,TE,0.0,0,0.0,2.4,24.0,0.2,0.0,0.0,0.0,0,0.0,0.0
112,Trevon Wesco,NYJ,TE,0.0,0,0.0,2.3,24.4,0.1,0.0,0.0,0.0,0,0.0,0.0
113,Cethan Carter,MIA,TE,0.0,0,0.0,2.5,24.3,0.1,0.0,0.0,0.0,0,0.0,0.0
114,Eric Saubert,DEN,TE,0.0,0,0.0,2.3,22.9,0.1,0.0,0.0,0.0,0,0.0,0.0
115,Luke Willson,SEA,TE,0.0,0,0.0,1.8,20.3,0.2,0.0,0.0,0.0,0,0.0,0.0
116,Kaden Smith,NYG,TE,0.0,0,0.0,2.5,21.7,0.1,0.0,0.0,0.0,0,0.0,0.0
117,Matt LaCosse,NE,TE,0.0,0,0.0,1.9,20.0,0.2,0.0,0.0,0.0,0,0.0,0.0
118,Ricky Seals-Jones,WAS,TE,0.0,0,0.0,1.5,18.5,0.2,0.0,0.0,0.0,0,0.0,0.0
119,Codey McElroy,TB,TE,0.0,0,0.0,1.5,15.9,0.2,0.0,0.0,0.0,0,0.0,0.0
120,Farrod Green,IND,TE,0.0,0,0.0,1.8,17.9,0.1,0.0,0.0,0.0,0,0.0,0.0
121,Garrett Griffin,NO,TE,0.0,0,0.0,0.8,9.4,0.1,0.0,0.0,0.0,0,0.0,0.0
122,Isaac Nauta,GB,TE,0.0,0,0.0,0.8,8.2,0.0,0.0,0.0,0.0,0,0.0,0.0
123,Kevin Rader,PIT,TE,0.0,0,0.0,0.9,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0
124,Tyrone Swoopes,WAS,TE,0.0,0,0.0,0.9,9.7,0.0,0.0,0.0,0.0,0,0.0,0.0
125,Deon Yelder,TB,TE,0.0,0,0.0,0.8,7.3,0.0,0.0,0.0,0.0,0,0.0,0.0
126,Jason Croom,PHI,TE,0.0,0,0.0,0.8,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0
127,Hakeem Butler,PHI,TE,0.0,0,0.0,0.8,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
128,Jesper Horsted,CHI,TE,0.0,0,0.0,0.8,8.2,0.0,0.0,0.0,0.0,0,0.0,0.0
129,Colin Thompson,CAR,TE,0.0,0,0.0,0.7,6.7,0.0,0.0,0.0,0.0,0,0.0,0.0
130,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
131,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
